Professor_Name,Department,Quality,Difficulty,Would_take_again,Class_Name,Review_Date
John Giles,Statistics department,5.0,3.8,12%,STAT201,"Oct 18th, 2018"
John Giles,Statistics department,5.0,3.8,12%,STATS201,"Sep 12th, 2018"
Christopher Giles,Criminology department,1.0,3.8,37%,CRIM320,"Dec 1st, 2018"
Christopher Giles,Criminology department,1.0,3.8,37%,CRIM1208,"Apr 18th, 2017"
Christopher Giles,Criminology department,1.0,3.8,37%,CRIM2251,"Nov 30th, 2016"
Christopher Giles,Criminology department,1.0,3.8,37%,CRIM321,"Apr 20th, 2015"
Christopher Giles,Criminology department,1.0,3.8,37%,320,"Apr 19th, 2015"
Peter Dickinson,English department,5.0,3,100%,ENGL380,"Dec 4th, 2018"
Peter Dickinson,English department,5.0,3,100%,ENG113W,"Aug 3rd, 2017"
Peter Dickinson,English department,5.0,3,100%,ENGL103W,"Dec 31st, 2015"
Peter Dickinson,English department,5.0,3,100%,ENG103W,"Dec 15th, 2015"
Peter Dickinson,English department,5.0,3,100%,ENGL103,"Nov 25th, 2015"
Peter Dickinson,English department,5.0,3,100%,103W,"Oct 23rd, 2015"
Peter Dickinson,English department,5.0,3,100%,ENG468,"Nov 25th, 2013"
Peter Dickinson,English department,5.0,3,100%,ENGL468W,"Oct 21st, 2013"
Peter Dickinson,English department,5.0,3,100%,ENG103,"Dec 14th, 2012"
Peter Dickinson,English department,5.0,3,100%,ENGL376,"Jan 10th, 2010"
Nancy Teeple,Political Science department,2.0,3.3,50%,POL348,"Dec 7th, 2018"
Nancy Teeple,Political Science department,2.0,3.3,50%,445W,"Jan 4th, 2017"
Nancy Teeple,Political Science department,2.0,3.3,50%,POL347,"Jun 22nd, 2016"
Stacey Fitzsimmons,Business Administration department,2.0,3.5,N/A,BUS272,"Mar 16th, 2011"
Jay Healey,Criminology department,5.0,2.6,100%,CRIM3011,"Dec 13th, 2018"
Jay Healey,Criminology department,5.0,2.6,100%,CRIM101,"Aug 15th, 2015"
Jay Healey,Criminology department,5.0,2.6,100%,CRIM300W,"Mar 1st, 2014"
Jay Healey,Criminology department,5.0,2.6,100%,CRIM316,"Dec 30th, 2012"
Jay Healey,Criminology department,5.0,2.6,100%,CRIM220,"Aug 20th, 2010"
Karen Kohfeld,Environmental Resources department,1.0,3.1,50%,REM370,"Mar 17th, 2022"
Karen Kohfeld,Environmental Resources department,1.0,3.1,50%,REM100,"Dec 10th, 2013"
Melanie Cassidy,Art & Design department,5.0,2.5,100%,CA135,"May 15th, 2024"
Melanie Cassidy,Art & Design department,5.0,2.5,100%,IAT102,"Dec 20th, 2018"
Leonid Chindelevitch,Computer Science department,4.0,3.6,40%,CMPT705,"Dec 22nd, 2018"
Leonid Chindelevitch,Computer Science department,4.0,3.6,40%,CMPT441,"Dec 4th, 2018"
Leonid Chindelevitch,Computer Science department,4.0,3.6,40%,CMPT405,"Sep 26th, 2018"
Leonid Chindelevitch,Computer Science department,4.0,3.6,40%,CMPT225,"Apr 26th, 2018"
Harpreet Kaur,Mathematics department,5.0,2.8,100%,MATH0005,"Jan 25th, 2023"
Harpreet Kaur,Mathematics department,5.0,2.8,100%,EDUC212,"Apr 12th, 2018"
Rita Santillan,Languages department,2.0,3.2,0%,SPAN102,"Dec 27th, 2018"
Rita Santillan,Languages department,2.0,3.2,0%,SPAN103,"Aug 7th, 2018"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH471,"Jan 4th, 2019"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH471W,"Dec 14th, 2018"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH479W,"Jan 5th, 2014"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH332,"Dec 20th, 2010"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH455,"Jun 26th, 2008"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCH201,"Apr 29th, 2008"
George Nicholas,Archaeology department,5.0,3.8,50%,ANTH471,"Mar 27th, 2008"
George Nicholas,Archaeology department,5.0,3.8,50%,ARCHA471,"Nov 26th, 2007"
Martin Davidson,Psychology department,5.0,3,100%,PSYC355AND356,"Jan 19th, 2019"
Martin Davidson,Psychology department,5.0,3,100%,PSYC356,"May 29th, 2017"
Martin Davidson,Psychology department,5.0,3,100%,PSYC106,"Aug 15th, 2016"
Martin Davidson,Psychology department,5.0,3,100%,PSY106,"Apr 21st, 2016"
Martin Davidson,Psychology department,5.0,3,100%,356,"Jun 25th, 2015"
Martin Davidson,Psychology department,5.0,3,100%,PSYC355,"Jun 24th, 2015"
Robyn Long,Education department,5.0,2,100%,EDUC222,"Apr 4th, 2019"
Robyn Long,Education department,5.0,2,100%,EDUC320,"Mar 27th, 2019"
Erik Kjeang,Engineering department,5.0,3,80%,MSE210,"Apr 27th, 2024"
Erik Kjeang,Engineering department,5.0,3,80%,MSE223,"Jan 22nd, 2024"
Erik Kjeang,Engineering department,5.0,3,80%,ENSC280,"Apr 27th, 2013"
Noriko Omae,Languages department,1.0,4,0%,JAP201,"Apr 19th, 2022"
Noriko Omae,Languages department,1.0,4,0%,JAP101,"Apr 11th, 2019"
Noriko Omae,Languages department,1.0,4,0%,JAP100,"Nov 29th, 2017"
Noriko Omae,Languages department,1.0,4,0%,JALANG101,"Nov 23rd, 2015"
Noriko Omae,Languages department,1.0,4,0%,JAPN300,"Apr 21st, 2015"
Noriko Omae,Languages department,1.0,4,0%,ECON101,"Nov 27th, 2014"
Noriko Omae,Languages department,1.0,4,0%,JAPN100,"May 15th, 2014"
Noriko Omae,Languages department,1.0,4,0%,JAPN101,"Dec 8th, 2013"
Rebecca Yoshizawa,Gender Studies department,4.0,2.3,100%,GSWS318,"Dec 4th, 2018"
Rebecca Yoshizawa,Gender Studies department,4.0,2.3,100%,CMNS455W,"Feb 24th, 2018"
Rebecca Yoshizawa,Gender Studies department,4.0,2.3,100%,SOCI3260,"Dec 1st, 2017"
Rebecca Yoshizawa,Gender Studies department,4.0,2.3,100%,GSWS210,"Nov 15th, 2017"
Rebecca Yoshizawa,Gender Studies department,4.0,2.3,100%,CMNS253W,"Dec 10th, 2016"
Kiffer Card,Health Science department,5.0,3.5,92%,HSCI345,"Apr 15th, 2019"
Kiffer Card,Health Science department,5.0,3.5,92%,HSCI432,"Dec 15th, 2018"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM312,"Dec 18th, 2017"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM135,"Sep 1st, 2016"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM136,"Nov 23rd, 2015"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM321,"May 3rd, 2011"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM112,"Jul 23rd, 2010"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM369,"Apr 27th, 2010"
Neil Boyd,Criminal Justice department,5.0,2.8,100%,CRIM187,"May 16th, 2009"
Engida Gebre,Education department,3.0,3,50%,EDUC320,"Dec 5th, 2023"
Btara Truhandarien,Computer Science department,4.0,4,100%,CMPT225,"Apr 21st, 2019"
Robert Holt,Biochemistry department,3.0,3.5,100%,MBB420,"Nov 30th, 2023"
Robert Holt,Biochemistry department,3.0,3.5,100%,MBB462,"Apr 27th, 2019"
Robert Holt,Biochemistry department,3.0,3.5,100%,MBB440,"Dec 19th, 2011"
William Ruth,Statistics department,4.0,2.5,100%,STAT201,"Apr 29th, 2019"
William Ruth,Statistics department,4.0,2.5,100%,STATS201,"Mar 6th, 2019"
Elisabeth McClymont,Health Science department,4.0,2.8,86%,HSCI307,"May 2nd, 2019"
Charles Turo,Mathematics department,5.0,3.4,100%,MACM201,"May 2nd, 2019"
Wang Yue,Not Specified department,5.0,3,100%,LING401,"May 5th, 2019"
Samantha May,Sociology  Anthropology department,4.0,3,100%,SOCIO200,"May 31st, 2019"
Samantha May,Sociology  Anthropology department,4.0,3,100%,SA255,"Nov 14th, 2016"
Samantha May,Sociology  Anthropology department,4.0,3,100%,SA250,"Apr 5th, 2016"
Christine Pan,Languages department,1.0,4,0%,JAPN100,"Jun 14th, 2019"
Tanya Tang,Accounting department,1.0,3.9,0%,ACTG4P41,"Jul 5th, 2019"
Tanya Tang,Accounting department,1.0,3.9,0%,ACCT254,"Jul 8th, 2008"
Tanya Tang,Accounting department,1.0,3.9,0%,BUS254,"Apr 28th, 2008"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL105,"Jan 13th, 2017"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL110,"Nov 22nd, 2016"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL331,"Mar 25th, 2016"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL144,"Dec 10th, 2013"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL100,"Dec 16th, 2012"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHILXX1,"May 18th, 2011"
Jill MacIntosh,Philosophy department,1.0,4.2,50%,PHIL001,"Dec 19th, 2010"
Pedro Feijao,Mathematics department,1.0,3.4,50%,MATH150,"Jul 30th, 2019"
Yunzhijun Yu,Business Administration department,5.0,3.9,50%,BUS347,"Oct 13th, 2019"
Yunzhijun Yu,Business Administration department,5.0,3.9,50%,BUS343,"Dec 11th, 2018"
Yunzhijun Yu,Business Administration department,5.0,3.9,50%,YU22576,"Dec 2nd, 2018"
Peter Ruben,Kinesiology department,5.0,2,100%,BPK421,"Apr 22nd, 2022"
Peter Ruben,Kinesiology department,5.0,2,100%,BPK340,"Dec 11th, 2019"
Peter Ruben,Kinesiology department,5.0,2,100%,KIN140,"Apr 1st, 2019"
Peter Ruben,Kinesiology department,5.0,2,100%,BPK140,"Dec 28th, 2016"
Peter Ruben,Kinesiology department,5.0,2,100%,BPK110,"Dec 1st, 2016"
Peter Ruben,Kinesiology department,5.0,2,100%,421,"Jan 25th, 2014"
Carol Fleischhaker,Criminology department,4.0,3.4,100%,CRIM330,"Dec 11th, 2019"
Stephen Ogden,English department,1.0,3.4,0%,ENG101,"Oct 27th, 2018"
Stephen Ogden,English department,1.0,3.4,0%,ENGL103,"Jul 28th, 2011"
Stephen Ogden,English department,1.0,3.4,0%,ENGL101,"Jan 7th, 2011"
Stephen Ogden,English department,1.0,3.4,0%,LIB7001,"Aug 31st, 2010"
Stephen Ogden,English department,1.0,3.4,0%,LIBS7001,"May 14th, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENGL206,"Apr 28th, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENGL105,"Apr 28th, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENGL342,"Apr 28th, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENG104,"Jan 2nd, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENGL104,"Jan 2nd, 2010"
Stephen Ogden,English department,1.0,3.4,0%,ENGL357,"Dec 16th, 2009"
Stephen Ogden,English department,1.0,3.4,0%,ENGL383,"Dec 2nd, 2009"
Graham Mackenzie,Communication department,3.0,3,60%,CMNS347,"Dec 18th, 2019"
Graham Mackenzie,Communication department,3.0,3,60%,CMNS201,"Aug 22nd, 2019"
Graham Mackenzie,Communication department,3.0,3,60%,CMNS410,"Apr 18th, 2019"
Ghassan Hamarneh,Computer Science department,2.0,3.6,37%,CMPT340,"Apr 17th, 2024"
Ghassan Hamarneh,Computer Science department,2.0,3.6,37%,CMPT128,"Dec 31st, 2019"
Ghassan Hamarneh,Computer Science department,2.0,3.6,37%,CMPT829,"Oct 29th, 2015"
Ghassan Hamarneh,Computer Science department,2.0,3.6,37%,COS126,"Aug 9th, 2015"
Ghassan Hamarneh,Computer Science department,2.0,3.6,37%,CMPT340419,"Jul 27th, 2014"
Lawrence McAllister,English department,5.0,4,100%,ALC099,"Jan 1st, 2020"
Ryan Woods,Health Science department,5.0,2.9,100%,HSCI230,"Feb 6th, 2024"
Ryan Woods,Health Science department,5.0,2.9,100%,HSCI330,"Jan 7th, 2020"
Iryna Ponomarenko,Criminology department,5.0,3.7,67%,CRIM230,"Feb 3rd, 2020"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,CRIM432,"Feb 18th, 2020"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,CRIM436,"Aug 12th, 2017"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,CRIM437,"Aug 21st, 2016"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,CRIM330,"Jun 29th, 2015"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,432,"Apr 27th, 2015"
Joan Brockman,Criminal Justice department,1.0,3.4,50%,CRIM438,"Dec 8th, 2014"
Barbara Winter,Archaeology department,1.0,3.2,43%,ARCH301,"Nov 7th, 2019"
Barbara Winter,Archaeology department,1.0,3.2,43%,ARCH349,"Oct 10th, 2018"
Barbara Winter,Archaeology department,1.0,3.2,43%,ARCH348,"Jan 5th, 2016"
Barbara Winter,Archaeology department,1.0,3.2,43%,ANTH1217,"Jul 17th, 2010"
Barbara Winter,Archaeology department,1.0,3.2,43%,ANTH130,"Dec 10th, 2008"
Barbara Winter,Archaeology department,1.0,3.2,43%,ARCH302,"Jul 3rd, 2008"
Barbara Winter,Archaeology department,1.0,3.2,43%,ARCH444,"Jul 24th, 2007"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDU471,"Mar 11th, 2020"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDUC469,"Feb 12th, 2020"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDUC471,"Dec 30th, 2014"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDU478,"Dec 5th, 2013"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDUC1,"Jan 14th, 2013"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,NANA,"Jun 6th, 2012"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDUC478,"Sep 20th, 2005"
Yaroslav Senyshyn,Education department,5.0,2.1,50%,EDUC,"Aug 7th, 2005"
Shona Adams,Psychology department,5.0,2.2,53%,PSYC391,"Jan 13th, 2020"
Shona Adams,Psychology department,5.0,2.2,53%,PSYC241,"Apr 20th, 2019"
Jorge Oceguera,Business Administration department,5.0,2.3,100%,BUS201,"Apr 16th, 2020"
Howard Trottier,Physics department,5.0,2.9,58%,PHYS190,"Apr 23rd, 2020"
Lynn Fels,Education department,5.0,1.2,100%,EDUC355,"Apr 23rd, 2020"
Tracy Brennand,Geography department,3.0,4.1,67%,GEOG313,"May 10th, 2024"
Tracy Brennand,Geography department,3.0,4.1,67%,213,"Jul 12th, 2013"
Tracy Brennand,Geography department,3.0,4.1,67%,GEOG412,"Jan 10th, 2013"
Tracy Brennand,Geography department,3.0,4.1,67%,GEOG213,"Apr 15th, 2012"
Tracy Brennand,Geography department,3.0,4.1,67%,GEOG,"Apr 18th, 2004"
Susan Bush,Business Administration department,2.0,4,0%,BUS361,"Aug 16th, 2020"
Nawal Musleh-Motut,Communication department,1.0,4.5,100%,CMNS452,"Apr 25th, 2024"
Lindsay Pattison,History department,5.0,4.3,17%,HIST444W,"Sep 13th, 2020"
Lindsay Pattison,History department,5.0,4.3,17%,HIST102,"Aug 18th, 2020"
Lindsay Pattison,History department,5.0,4.3,17%,GSWS201,"Aug 8th, 2020"
Lindsay Pattison,History department,5.0,4.3,17%,GSWS311,"May 6th, 2020"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,EASC101,"Apr 26th, 2022"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,EASC103,"Oct 9th, 2020"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,EASC106,"Mar 21st, 2019"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,101,"Aug 26th, 2014"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,EASC210,"Apr 22nd, 2013"
Robbie Dunlop,Earth Science department,4.0,3.5,70%,GEOL101,"Apr 11th, 2013"
Songzi Du,Economics department,5.0,2.9,100%,ECON302,"Mar 24th, 2017"
Songzi Du,Economics department,5.0,2.9,100%,ECON383,"Jan 4th, 2017"
Songzi Du,Economics department,5.0,2.9,100%,383,"Jul 10th, 2015"
Songzi Du,Economics department,5.0,2.9,100%,302MICRO,"Feb 22nd, 2015"
Michael Campbell,Geography department,5.0,2.5,50%,HSCI424,"Jul 6th, 2020"
Kelli Finney,Linguistics department,5.0,3.8,67%,BUS217W,"Sep 17th, 2022"
Kelli Finney,Linguistics department,5.0,3.8,67%,LING282W,"Nov 12th, 2020"
Maite Taboada,Linguistics department,5.0,3.4,100%,LING250,"Jan 9th, 2024"
Trevor Battye,Publishing  Printing department,3.0,2,0%,PUB456,"Nov 17th, 2020"
Anoop Sarkar,Computer Science department,3.0,3.8,55%,CMPT825,"Oct 1st, 2023"
Anoop Sarkar,Computer Science department,3.0,3.8,55%,CMPT379,"Nov 17th, 2020"
Anoop Sarkar,Computer Science department,3.0,3.8,55%,CMPT413,"Sep 23rd, 2019"
Anoop Sarkar,Computer Science department,3.0,3.8,55%,CMPT127,"Aug 8th, 2017"
Valorie Crooks,Geography department,5.0,3,50%,GEOG386,"Nov 18th, 2020"
Valorie Crooks,Geography department,5.0,3,50%,GEO241,"Oct 18th, 2007"
Valorie Crooks,Geography department,5.0,3,50%,GEOG241,"Jun 28th, 2007"
Joshua Wright,Psychology department,1.0,4,64%,PSYC260,"Oct 1st, 2022"
Joshua Wright,Psychology department,1.0,4,64%,SOC251,"Nov 20th, 2020"
Joshua Wright,Psychology department,1.0,4,64%,PSY260,"Mar 3rd, 2020"
Joshua Wright,Psychology department,1.0,4,64%,PSYC391,"Mar 31st, 2019"
Joshua Wright,Psychology department,1.0,4,64%,PSYCH260,"Dec 14th, 2018"
Farid Golnaraghi,Engineering department,5.0,3.4,100%,MSE921,"May 9th, 2019"
Farid Golnaraghi,Engineering department,5.0,3.4,100%,ENSC383,"Dec 9th, 2016"
Farid Golnaraghi,Engineering department,5.0,3.4,100%,ENSC282,"Feb 17th, 2012"
Antonina Kolokolova,Computer Science department,4.0,3,100%,CMPT404,"Dec 14th, 2020"
Nic Fillion,Philosophy department,5.0,3.4,85%,PHIL314,"Jul 1st, 2024"
Nic Fillion,Philosophy department,5.0,3.4,85%,PHIL110,"Apr 22nd, 2024"
Nic Fillion,Philosophy department,5.0,3.4,85%,PHIL341,"Jan 27th, 2023"
Sun-Ha Hong,Communication department,5.0,3.1,88%,CMNS253W,"Nov 28th, 2022"
Sun-Ha Hong,Communication department,5.0,3.1,88%,CMNS815,"May 12th, 2020"
Sun-Ha Hong,Communication department,5.0,3.1,88%,CMNS253,"Mar 22nd, 2019"
Kamyar Razavi,Communication department,5.0,2,100%,CMNS235,"Nov 2nd, 2023"
Khaled Diab,Computer Science department,4.0,1.7,67%,CMPT471,"Dec 16th, 2020"
Livia Poljak,French department,5.0,2.3,100%,FREN120,"Jul 11th, 2024"
Livia Poljak,French department,5.0,2.3,100%,FREN121,"Dec 8th, 2022"
Livia Poljak,French department,5.0,2.3,100%,FRENCH120,"Jan 17th, 2021"
Livia Poljak,French department,5.0,2.3,100%,FREN101,"Dec 21st, 2020"
Graeme Abernethy,English department,5.0,2.5,100%,ENG1100,"Jan 21st, 2021"
Graeme Abernethy,English department,5.0,2.5,100%,ENGL438,"Jan 8th, 2020"
Graeme Abernethy,English department,5.0,2.5,100%,ENG101,"Jul 20th, 2019"
Graeme Abernethy,English department,5.0,2.5,100%,ENG100,"Jul 6th, 2018"
Orlando Vera,Earth Science department,5.0,2.6,100%,EASC101,"Aug 18th, 2022"
Orlando Vera,Earth Science department,5.0,2.6,100%,EASC107,"Jan 23rd, 2021"
Maryam Dehghani Estakhri,Engineering department,3.0,1.7,67%,ENGR101,"Jan 28th, 2021"
Maryam Dehghani Estakhri,Engineering department,3.0,1.7,67%,BUQU1230,"Nov 25th, 2019"
Christine Kim,English department,4.0,3.1,64%,ENGL112,"Feb 2nd, 2021"
Christine Kim,English department,4.0,3.1,64%,ENG112,"Jul 13th, 2020"
Christine Kim,English department,4.0,3.1,64%,ENGL207,"May 11th, 2020"
Christine Kim,English department,4.0,3.1,64%,ENGL112W,"Nov 20th, 2019"
Christine Kim,English department,4.0,3.1,64%,ENG208,"Feb 24th, 2018"
Christine Kim,English department,4.0,3.1,64%,ENGL394,"Dec 16th, 2017"
Christine Kim,English department,4.0,3.1,64%,ENG357,"Mar 21st, 2017"
Christine Kim,English department,4.0,3.1,64%,ENG112W,"Jan 14th, 2017"
Christine Kim,English department,4.0,3.1,64%,ENGL486W,"Nov 28th, 2013"
Christine Kim,English department,4.0,3.1,64%,ENGL104,"Apr 17th, 2013"
Christine Kim,English department,4.0,3.1,64%,ENG105,"May 16th, 2008"
Christine Kim,English department,4.0,3.1,64%,ENGL105,"Apr 1st, 2008"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,ASC302,"Dec 14th, 2022"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,HUM203,"Nov 14th, 2022"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,HUM309,"Sep 13th, 2020"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,SA345,"Jul 17th, 2020"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,ASC301,"Jul 18th, 2018"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,HUM382,"Apr 22nd, 2016"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,ASC201,"Feb 28th, 2014"
Shuyu Kong,Asian Studies department,1.0,3.1,72%,ASC300,"Dec 25th, 2011"
Feyza Sahinyazan,Management department,5.0,3,100%,BUS473,"Mar 3rd, 2021"
Gary McCarron,Communication department,5.0,2.8,95%,110,"Jan 2nd, 2023"
Gary McCarron,Communication department,5.0,2.8,95%,CMN110,"Nov 22nd, 2022"
Gary McCarron,Communication department,5.0,2.8,95%,CMNS110,"Nov 2nd, 2022"
Gary McCarron,Communication department,5.0,2.8,95%,CMNS332,"Jan 14th, 2021"
Martin Laba,Communication department,5.0,2.5,77%,CMN221,"Nov 22nd, 2023"
Martin Laba,Communication department,5.0,2.5,77%,CMNS221,"Nov 22nd, 2023"
Martin Laba,Communication department,5.0,2.5,77%,CMNS425,"Jan 14th, 2021"
Martin Laba,Communication department,5.0,2.5,77%,CMNS220,"Apr 6th, 2017"
Martin Laba,Communication department,5.0,2.5,77%,PUB212,"Apr 1st, 2017"
Martin Laba,Communication department,5.0,2.5,77%,221,"Jan 8th, 2015"
Sarah Yerich,Criminology department,5.0,2.7,100%,CRIM131,"Mar 18th, 2021"
Sarah Yerich,Criminology department,5.0,2.7,100%,CRIM317,"Sep 1st, 2020"
Sarah Yerich,Criminology department,5.0,2.7,100%,CRIM213,"Dec 5th, 2018"
Hanna Ogawa,Psychology department,5.0,3,50%,PSYC300W,"Dec 11th, 2022"
Timothy Audas,Molecular Biology amp Biochemistry department,5.0,4.6,77%,MBB231,"Jan 4th, 2023"
Timothy Audas,Molecular Biology amp Biochemistry department,5.0,4.6,77%,MBB331,"Apr 6th, 2022"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST419,"Dec 3rd, 2023"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST334,"Jan 23rd, 2023"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST420,"Jan 15th, 2023"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST225,"Mar 29th, 2021"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST335,"Jun 14th, 2019"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HST225,"Apr 14th, 2019"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST106,"Dec 14th, 2017"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST224,"Nov 24th, 2016"
Ilya Vinkovetsky,History department,5.0,3.6,65%,224,"Jul 24th, 2015"
Ilya Vinkovetsky,History department,5.0,3.6,65%,HIST4XX,"Jan 28th, 2015"
Yildiz Atosoy,Sociology department,2.0,3.4,100%,SA350,"Apr 4th, 2021"
Yildiz Atosoy,Sociology department,2.0,3.4,100%,SA430,"Dec 5th, 2010"
Yildiz Atosoy,Sociology department,2.0,3.4,100%,SA429,"Feb 13th, 2008"
Yildiz Atosoy,Sociology department,2.0,3.4,100%,SA360,"Jan 19th, 2007"
Yildiz Atosoy,Sociology department,2.0,3.4,100%,SA325,"Dec 30th, 2006"
Stephen Wright,Psychology department,5.0,3.3,100%,PSYC363,"Apr 13th, 2024"
Stephen Wright,Psychology department,5.0,3.3,100%,PSYCH363,"Apr 22nd, 2023"
John Lyon,Linguistics department,4.0,4,100%,LING324,"Apr 17th, 2021"
David Green,Biology department,5.0,3.3,100%,BISC204,"Jun 20th, 2023"
David Green,Biology department,5.0,3.3,100%,BISC410,"Dec 23rd, 2020"
David Green,Biology department,5.0,3.3,100%,BISC420,"Apr 30th, 2020"
David Green,Biology department,5.0,3.3,100%,BISC304W,"Apr 20th, 2015"
David Green,Biology department,5.0,3.3,100%,BISC304,"Feb 11th, 2015"
David Green,Biology department,5.0,3.3,100%,BISC309,"Mar 19th, 2013"
Charles Krieger,Kinesiology department,1.0,3.9,40%,BPK306,"Apr 3rd, 2023"
Charles Krieger,Kinesiology department,1.0,3.9,40%,BPK446,"May 2nd, 2021"
Charles Krieger,Kinesiology department,1.0,3.9,40%,KIN446,"Jun 28th, 2016"
Charles Krieger,Kinesiology department,1.0,3.9,40%,446,"May 22nd, 2015"
Jim Mattsson,Biology department,1.0,3,100%,BISC357,"Sep 30th, 2023"
Jim Mattsson,Biology department,1.0,3,100%,BISC205,"Apr 21st, 2023"
Jim Mattsson,Biology department,1.0,3,100%,BISC366,"May 2nd, 2021"
Jim Mattsson,Biology department,1.0,3,100%,BISC471,"Jul 11th, 2014"
Jim Mattsson,Biology department,1.0,3,100%,BISC329,"Dec 8th, 2008"
Jim Mattsson,Biology department,1.0,3,100%,BISC333,"Sep 30th, 2008"
Jim Mattsson,Biology department,1.0,3,100%,BISC473,"Apr 8th, 2007"
Nicolas Kenny,History department,3.0,3.8,58%,HIST372,"Apr 30th, 2022"
Nicolas Kenny,History department,3.0,3.8,58%,HIST102W,"Apr 19th, 2017"
Nicolas Kenny,History department,3.0,3.8,58%,HIST102,"Aug 10th, 2016"
Nicolas Kenny,History department,3.0,3.8,58%,HIST3XX,"Jun 8th, 2016"
Nicolas Kenny,History department,3.0,3.8,58%,HIST300,"Dec 4th, 2013"
Nicolas Kenny,History department,3.0,3.8,58%,HIST214,"Oct 19th, 2013"
Nicolas Kenny,History department,3.0,3.8,58%,HIST390,"Dec 12th, 2011"
Andy Heard,Political Science department,5.0,3.4,78%,POL100,"Jul 21st, 2023"
Andy Heard,Political Science department,5.0,3.4,78%,POL222,"May 15th, 2023"
Andy Heard,Political Science department,5.0,3.4,78%,POL417,"Nov 27th, 2019"
Andy Heard,Political Science department,5.0,3.4,78%,POL324,"Jan 17th, 2019"
Andy Heard,Political Science department,5.0,3.4,78%,POL101W,"Dec 30th, 2018"
Andy Heard,Political Science department,5.0,3.4,78%,POL221,"Sep 4th, 2018"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST106,"Dec 5th, 2023"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST276,"Mar 9th, 2023"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST338,"Jan 23rd, 2023"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST341,"Jan 21st, 2021"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST307,"Jul 30th, 2018"
Evdoxios Doxiadis,History department,3.0,4,75%,HS276,"Aug 4th, 2016"
Evdoxios Doxiadis,History department,3.0,4,75%,HIST364,"Feb 25th, 2016"
Karmvir Padda,Criminology department,5.0,2.9,95%,CRIM321,"May 7th, 2021"
